1				       1
2				      10
3				      11
4				     100
8				    1000
12				    1100
5				     101
10				    1010
15				    1111
6				     110
11				    1011
13				    1101
7				     111
9				    1001
14				    1110
16				   10000
32				  100000
48				  110000
17				   10001
34				  100010
51				  110011
18				   10010
35				  100011
49				  110001
19				   10011
33				  100001
50				  110010
20				   10100
40				  101000
60				  111100
21				   10101
42				  101010
63				  111111
22				   10110
43				  101011
61				  111101
23				   10111
41				  101001
62				  111110
24				   11000
44				  101100
52				  110100
25				   11001
46				  101110
55				  110111
26				   11010
47				  101111
53				  110101
27				   11011
45				  101101
54				  110110
28				   11100
36				  100100
56				  111000
29				   11101
38				  100110
59				  111011
30				   11110
39				  100111
57				  111001
31				   11111
37				  100101
58				  111010
64				 1000000
128				10000000
192				11000000
65				 1000001
130				10000010
195				11000011
66				 1000010
131				10000011
193				11000001
67				 1000011
129				10000001
194				11000010
68				 1000100
136				10001000
204				11001100
69				 1000101
138				10001010
207				11001111
70				 1000110
139				10001011
205				11001101
71				 1000111
137				10001001
206				11001110
72				 1001000
140				10001100
196				11000100
73				 1001001
142				10001110
199				11000111
74				 1001010
143				10001111
197				11000101
75				 1001011
141				10001101
198				11000110
76				 1001100
132				10000100
200				11001000
77				 1001101
134				10000110
203				11001011
78				 1001110
135				10000111
201				11001001
79				 1001111
133				10000101
202				11001010
80				 1010000
160				10100000
240				11110000
81				 1010001
162				10100010
243				11110011
82				 1010010
163				10100011
241				11110001
83				 1010011
161				10100001
242				11110010
84				 1010100
168				10101000
252				11111100
85				 1010101
170				10101010
255				11111111
86				 1010110
171				10101011
253				11111101
87				 1010111
169				10101001
254				11111110
88				 1011000
172				10101100
244				11110100
89				 1011001
174				10101110
247				11110111
90				 1011010
175				10101111
245				11110101
91				 1011011
173				10101101
246				11110110
92				 1011100
164				10100100
248				11111000
93				 1011101
166				10100110
251				11111011
94				 1011110
167				10100111
249				11111001
95				 1011111
165				10100101
250				11111010
96				 1100000
176				10110000
208				11010000
97				 1100001
178				10110010
211				11010011
98				 1100010
179				10110011
209				11010001
99				 1100011
177				10110001
210				11010010
100				 1100100
184				10111000
220				11011100
101				 1100101
186				10111010
223				11011111
102				 1100110
187				10111011
221				11011101
103				 1100111
185				10111001
222				11011110
104				 1101000
188				10111100
212				11010100
105				 1101001
190				10111110
215				11010111
106				 1101010
191				10111111
213				11010101
107				 1101011
189				10111101
214				11010110
108				 1101100
180				10110100
216				11011000
109				 1101101
182				10110110
219				11011011
110				 1101110
183				10110111
217				11011001
111				 1101111
181				10110101
218				11011010
112				 1110000
144				10010000
224				11100000
113				 1110001
146				10010010
227				11100011
114				 1110010
147				10010011
225				11100001
115				 1110011
145				10010001
226				11100010
116				 1110100
152				10011000
236				11101100
117				 1110101
154				10011010
239				11101111
118				 1110110
155				10011011
237				11101101
119				 1110111
153				10011001
238				11101110
120				 1111000
156				10011100
228				11100100
121				 1111001
158				10011110
231				11100111
122				 1111010
159				10011111
229				11100101
123				 1111011
157				10011101
230				11100110
124				 1111100
148				10010100
232				11101000
125				 1111101
150				10010110
235				11101011
126				 1111110
151				10010111
233				11101001
127				 1111111
149				10010101
234				11101010
256				100000000
512				1000000000
768				1100000000
257				100000001
514				1000000010
771				1100000011
258				100000010
515				1000000011
769				1100000001
259				100000011
513				1000000001
770				1100000010
260				100000100
520				1000001000
780				1100001100
261				100000101
522				1000001010
783				1100001111
262				100000110
523				1000001011
781				1100001101
263				100000111
521				1000001001
782				1100001110
264				100001000
524				1000001100
772				1100000100
265				100001001
526				1000001110
775				1100000111
266				100001010
527				1000001111
773				1100000101
267				100001011
525				1000001101
774				1100000110
268				100001100
516				1000000100
776				1100001000
269				100001101
518				1000000110
779				1100001011
270				100001110
519				1000000111
777				1100001001
271				100001111
517				1000000101
778				1100001010
272				100010000
544				1000100000
816				1100110000
273				100010001
546				1000100010
819				1100110011
274				100010010
547				1000100011
817				1100110001
275				100010011
545				1000100001
818				1100110010
276				100010100
552				1000101000
828				1100111100
277				100010101
554				1000101010
831				1100111111
278				100010110
555				1000101011
829				1100111101
279				100010111
553				1000101001
830				1100111110
280				100011000
556				1000101100
820				1100110100
281				100011001
558				1000101110
823				1100110111
